id,studyid,author,year,domain,context,n,x,y,z,data,coefnr,coef,se,xmin,xmax,ymin,ymax,xsd,ysd,interpretation,source,personal,direction,estimation,issue,depv,note,scoef,direction_val,issue_val,depv_val,personal_val,zscore,zscore_abs,scoefsize
365,35,Bruch et al.,2010,Welfare,"U.S., metropolitan areas representative",7529,"Government assistance, Head Start",Political participation,0,Cross-sectional,6,0.136,0.12,0,1,0,1,NA,NA,No effect,"Table 2, page 218",1,0,Logit,2,2,NA,NA,None,Social,Political engagement,Personal,1.1333333333333335,1.1333333333333335,NA
366,35,Bruch et al.,2010,Welfare,"U.S., metropolitan areas representative",7529,"Government assistance, Head Start",Civic participation,0,Cross-sectional,7,0.209,0.122,0,1,0,1,NA,NA,Positive effect,"Table 2, page 218",1,1,Logit,2,2,NA,NA,Positive,Social,Political engagement,Personal,1.7131147540983607,1.7131147540983607,NA
367,35,Bruch et al.,2010,Welfare,"U.S., metropolitan areas representative",7529,"Government assistance, Head Start",Degree of engagement,0,Cross-sectional,8,0.251,0.115,0,1,0,2,NA,NA,Positive effect,"Table 2, page 218",1,1,Logit,2,2,NA,NA,Positive,Social,Political engagement,Personal,2.1826086956521737,2.1826086956521737,NA
368,35,Bruch et al.,2010,Welfare,"U.S., metropolitan areas representative",6774,"Government assistance, public housing",Voting,0,Cross-sectional,9,-0.094,0.068,0,1,0,1,NA,NA,No effect,"Table 2, page 218",1,0,Logit,2,2,NA,NA,None,Social,Political engagement,Personal,-1.3823529411764706,1.3823529411764706,NA
369,35,Bruch et al.,2010,Welfare,"U.S., metropolitan areas representative",7529,"Government assistance, public housing",Political participation,0,Cross-sectional,10,-0.099,0.066,0,1,0,1,NA,NA,No effect,"Table 2, page 218",1,0,Logit,2,2,NA,NA,None,Social,Political engagement,Personal,-1.5,1.5,NA
370,35,Bruch et al.,2010,Welfare,"U.S., metropolitan areas representative",7529,"Government assistance, public housing",Civic participation,0,Cross-sectional,11,-0.061,0.065,0,1,0,1,NA,NA,No effect,"Table 2, page 218",1,0,Logit,2,2,NA,NA,None,Social,Political engagement,Personal,-0.9384615384615385,0.9384615384615385,NA
371,35,Bruch et al.,2010,Welfare,"U.S., metropolitan areas representative",7529,"Government assistance, public housing",Degree of engagement,0,Cross-sectional,12,-0.099,0.056,0,1,0,2,NA,NA,No effect,"Table 2, page 218",1,0,Logit,2,2,NA,NA,None,Social,Political engagement,Personal,-1.7678571428571428,1.7678571428571428,NA
372,36,Lavery,2014,Education,"Parents, Seattle public schools",138,Policy information design,"Political knowledge, familiar with NCLB",0,Experiment,1,1.157,0.478,0,1,NA,NA,NA,NA,Positive effect,"Table 4, page 1022",0,1,Logit,1,2,NA,NA,Positive,Education,Political engagement,General,2.420502092050209,2.420502092050209,NA
373,36,Lavery,2014,Education,"Parents, Seattle public schools",69,Policy information design,"Political knowledge, correct status",0,Experiment,2,2.485,1.093,0,1,NA,NA,NA,NA,Positive effect,"Table 4, page 1022",0,1,Logit,1,2,NA,NA,Positive,Education,Political engagement,General,2.27355901189387,2.27355901189387,NA
374,36,Lavery,2014,Education,"Parents, Seattle public schools",142,Policy information design,"Education experience attitudes, school environment",0,Experiment,3,-0.09,0.527,0,1,NA,NA,NA,NA,No effect,"Table 4, page 1022",0,0,Logit,1,1,NA,NA,None,Education,Political attitude,General,-0.17077798861480076,0.17077798861480076,NA
375,36,Lavery,2014,Education,"Parents, Seattle public schools",135,Policy information design,"Education experience attitudes, school reform and sanctions",0,Experiment,4,-1.49,1.075,0,1,NA,NA,NA,NA,Negative effect,"Table 4, page 1022",0,0,Logit,1,1,NA,NA,None,Education,Political attitude,General,-1.386046511627907,1.386046511627907,NA
376,36,Lavery,2014,Education,"Parents, Seattle public schools",122,Policy information design,"Policy evaluation, NCLB attitudes",0,Experiment,5,-1.686,0.66,0,1,NA,NA,NA,NA,Negative effect,"Table 4, page 1022",0,-1,Logit,1,3,NA,NA,Negative,Education,Policy attitude,General,-2.5545454545454542,2.5545454545454542,NA
377,36,Lavery,2014,Education,"Parents, Seattle public schools",134,Policy information design,"Political attitudes, approval of elected officials",0,Experiment,6,0.753,0.753,0,1,NA,NA,NA,NA,No effect,"Table 4, page 1022",0,0,Logit,1,1,NA,NA,None,Education,Political attitude,General,1,1,NA
378,36,Lavery,2014,Education,"Parents, Seattle public schools",146,Policy information design,"Political attitudes, federal involvement in education",0,Experiment,7,-0.205,0.177,0,1,NA,NA,NA,NA,Negative effect,"Table 4, page 1022",0,0,Logit,1,3,NA,NA,None,Education,Policy attitude,General,-1.1581920903954803,1.1581920903954803,NA
379,36,Lavery,2014,Education,"Parents, Seattle public schools",141,Policy information design,Internal efficacy,0,Experiment,8,0.478,0.333,0,1,NA,NA,NA,NA,Positive effect,"Table 4, page 1022",0,0,Logit,1,2,NA,NA,None,Education,Political engagement,General,1.4354354354354353,1.4354354354354353,NA
380,36,Lavery,2014,Education,"Parents, Seattle public schools",140,Policy information design,External efficacy,0,Experiment,9,0.201,0.179,0,1,NA,NA,NA,NA,No effect,"Table 4, page 1022",0,0,Logit,1,2,NA,NA,None,Education,Political engagement,General,1.122905027932961,1.122905027932961,NA
381,37,Zhu and Lipsmeyer,2015,Health care,"ISSP, 19 OECD countries",13223,Privatization of healthcare responsibility,Support for increasing government healthcare spending (0 to 1),0,Cross-sectional,1,-0.4619,0.036,NA,NA,NA,NA,NA,NA,Negative effect,"Table 1, page 1501",0,1,Logit,3,3,NA,NA,Positive,Health care,Policy attitude,General,-12.830555555555556,12.830555555555556,NA
382,37,Zhu and Lipsmeyer,2015,Health care,"ISSP, 19 OECD countries",13223,Privatization of healthcare responsibility,Support for increasing government healthcare spending (0 to 1),1,Cross-sectional,2,-0.0556,0.0161,NA,NA,NA,NA,NA,NA,Negative effect,"Table 1, page 1501",0,NA,Logit,3,3,Moderator: unemployment risk,NA,NA,Health care,Policy attitude,General,-3.453416149068323,3.453416149068323,NA
383,38,Anderson,2009,Welfare,"17 European countries, ESS",1760,ALMP (% of GDP),"Social ties, frequency of social interactions",0,Cross-sectional,1,0.472,0.285,NA,NA,NA,NA,NA,NA,Positive effect,"Table 1, page 358",0,NA,Not reported,2,1,Moderator: labour market outsiders (not formally),NA,NA,Social,Political attitude,General,1.656140350877193,1.656140350877193,NA
384,38,Anderson,2009,Welfare,"17 European countries, ESS",1760,Training programs (% of ALMP spending),"Social ties, frequency of social interactions",0,Cross-sectional,2,-0.235,0.718,NA,NA,NA,NA,NA,NA,No effect,"Table 1, page 358",0,NA,Not reported,2,1,Moderator: labour market outsiders (not formally),NA,NA,Social,Political attitude,General,-0.32729805013927576,0.32729805013927576,NA
385,38,Anderson,2009,Welfare,"17 European countries, ESS",17437,ALMP (% of GDP),"Social ties, frequency of social interactions",0,Cross-sectional,3,0.254,0.256,NA,NA,NA,NA,NA,NA,No effect,"Table 1, page 358",0,NA,Not reported,2,1,Moderator: labour market insiders (not formally),NA,NA,Social,Political attitude,General,0.9921875,0.9921875,NA
386,38,Anderson,2009,Welfare,"17 European countries, ESS",17437,Training programs (% of ALMP spending),"Social ties, frequency of social interactions",0,Cross-sectional,4,-0.571,0.678,NA,NA,NA,NA,NA,NA,No effect,"Table 1, page 358",0,NA,Not reported,2,1,Moderator: labour market insiders (not formally),NA,NA,Social,Political attitude,General,-0.8421828908554571,0.8421828908554571,NA
387,38,Anderson,2009,Welfare,"16 European countries, ESS",1721,ALMP (% of GDP),"Social ties, membership in voluntary associations",0,Cross-sectional,5,0.38,0.185,NA,NA,NA,NA,NA,NA,Positive effect,"Table 2, page 359",0,NA,Not reported,2,2,Moderator: labour market outsiders (not formally),NA,NA,Social,Political engagement,General,2.054054054054054,2.054054054054054,NA
388,38,Anderson,2009,Welfare,"16 European countries, ESS",1721,Training programs (% of ALMP spending),"Social ties, membership in voluntary associations",0,Cross-sectional,6,0.237,0.416,NA,NA,NA,NA,NA,NA,No effect,"Table 2, page 359",0,NA,Not reported,2,2,Moderator: labour market outsiders (not formally),NA,NA,Social,Political engagement,General,0.5697115384615384,0.5697115384615384,NA
389,38,Anderson,2009,Welfare,"16 European countries, ESS",16203,ALMP (% of GDP),"Social ties, membership in voluntary associations",0,Cross-sectional,7,0.159,0.211,NA,NA,NA,NA,NA,NA,No effect,"Table 2, page 359",0,NA,Not reported,2,2,Moderator: labour market insiders (not formally),NA,NA,Social,Political engagement,General,0.7535545023696683,0.7535545023696683,NA
390,38,Anderson,2009,Welfare,"16 European countries, ESS",16203,Training programs (% of ALMP spending),"Social ties, membership in voluntary associations",0,Cross-sectional,8,-0.276,0.516,NA,NA,NA,NA,NA,NA,No effect,"Table 2, page 359",0,NA,Not reported,2,2,Moderator: labour market insiders (not formally),NA,NA,Social,Political engagement,General,-0.5348837209302326,0.5348837209302326,NA
391,38,Anderson,2009,Welfare,"17 European countries, ESS",1738,ALMP (% of GDP),"Social ties, feelings of social inclusion",0,Cross-sectional,9,0.344,0.094,NA,NA,NA,NA,NA,NA,Positive effect,"Table 3, page 360",0,NA,Not reported,2,1,Moderator: labour market outsiders (not formally),NA,NA,Social,Political attitude,General,3.659574468085106,3.659574468085106,NA
392,38,Anderson,2009,Welfare,"17 European countries, ESS",1738,Training programs (% of ALMP spending),"Social ties, feelings of social inclusion",0,Cross-sectional,10,0.568,0.21,NA,NA,NA,NA,NA,NA,Positive effect,"Table 3, page 360",0,NA,Not reported,2,1,Moderator: labour market outsiders (not formally),NA,NA,Social,Political attitude,General,2.7047619047619045,2.7047619047619045,NA
393,38,Anderson,2009,Welfare,"17 European countries, ESS",17268,ALMP (% of GDP),"Social ties, feelings of social inclusion",0,Cross-sectional,11,0.196,0.067,NA,NA,NA,NA,NA,NA,Positive effect,"Table 3, page 360",0,NA,Not reported,2,1,Moderator: labour market insiders (not formally),NA,NA,Social,Political attitude,General,2.925373134328358,2.925373134328358,NA
394,38,Anderson,2009,Welfare,"17 European countries, ESS",17268,Training programs (% of ALMP spending),"Social ties, feelings of social inclusion",0,Cross-sectional,12,0.25,0.178,NA,NA,NA,NA,NA,NA,Positive effect,"Table 3, page 360",0,NA,Not reported,2,1,Moderator: labour market insiders (not formally),NA,NA,Social,Political attitude,General,1.404494382022472,1.404494382022472,NA
395,39,Fleming,2014,Education,"Parents, Wisconsin",NA,School voucher program,"Government power, influence childs schooling",0,Cross-sectional,1,0.17,0.06,NA,NA,NA,NA,NA,NA,Positive effect,"Table 2, page 66",1,1,Ordered logit,1,1,NA,NA,Positive,Education,Political attitude,Personal,2.8333333333333335,2.8333333333333335,NA
396,39,Fleming,2014,Education,"Parents, Wisconsin",NA,School voucher program,"Policy learning, work of government",0,Cross-sectional,2,0.16,0.06,NA,NA,NA,NA,NA,NA,Positive effect,"Table 2, page 66",1,1,Ordered logit,1,1,NA,NA,Positive,Education,Political attitude,Personal,2.666666666666667,2.666666666666667,NA
397,39,Fleming,2014,Education,"Parents, Wisconsin",NA,School voucher program,Contact official about school,0,Cross-sectional,3,1.02,0.19,NA,NA,NA,NA,NA,NA,Positive effect,"Table 3, page 68",1,1,Logit,1,2,NA,NA,Positive,Education,Political engagement,Personal,5.368421052631579,5.368421052631579,NA
398,39,Fleming,2014,Education,"Parents, Wisconsin",NA,School voucher program,"Policy experience, politically active",0,Cross-sectional,4,0.36,0.1,NA,NA,NA,NA,NA,NA,Positive effect,"Table 3, page 68",1,1,Logit,1,1,NA,NA,Positive,Education,Political attitude,Personal,3.5999999999999996,3.5999999999999996,NA
399,39,Fleming,2014,Education,"Parents, Wisconsin",NA,School voucher program,"Tax attitudes, increase public school spending",0,Cross-sectional,5,-0.25,0.14,NA,NA,NA,NA,NA,NA,Negative effect,"Table 4, page 70",1,1,Ordered logit,1,3,NA,NA,Positive,Education,Policy attitude,Personal,-1.7857142857142856,1.7857142857142856,NA
400,40,Hedegaard,2014,Welfare,"Danish, representative",708,"Recipient, social assistance","Benefit too low, social assistance",0,Cross-sectional,1,3.2,NA,0,1,0,1,NA,NA,Positive effect (p < 0.1),"Table 2, page 379",1,1,Logit,2,3,NA,NA,Positive,Social,Policy attitude,Personal,NA,NA,NA
401,40,Hedegaard,2014,Welfare,"Danish, representative",670,"Recipient, incapacity benefit","Benefit too low, incapacity benefit",0,Cross-sectional,2,6.2,NA,0,1,0,1,NA,NA,Positive effect (p < 0.01),"Table 2, page 379",1,1,Logit,2,3,NA,NA,Positive,Social,Policy attitude,Personal,NA,NA,NA
402,40,Hedegaard,2014,Welfare,"Danish, representative",773,"Recipient, unemployment benefit","Benefit too low, unemployment benefit",0,Cross-sectional,3,2.2,NA,0,1,0,1,NA,NA,Positive effect (p < 0.01),"Table 2, page 379",1,1,Logit,2,3,NA,NA,Positive,Social,Policy attitude,Personal,NA,NA,NA
403,40,Hedegaard,2014,Education,"Danish, representative",765,"Recipient, state education grant","Benefit too low, state education grant",0,Cross-sectional,4,1.6,NA,0,1,0,1,NA,NA,No effect,"Table 2, page 379",1,0,Logit,1,3,NA,NA,None,Education,Policy attitude,Personal,NA,NA,NA
404,40,Hedegaard,2014,Welfare,"Danish, representative",822,"Recipient, state pension","Benefit too low, state pension",0,Cross-sectional,5,0.9,NA,0,1,0,1,NA,NA,No effect,"Table 2, page 379",1,0,Logit,2,3,NA,NA,None,Social,Policy attitude,Personal,NA,NA,NA
405,40,Hedegaard,2014,Welfare,"Danish, representative",708,"2nd proxy, social assistance","Benefit too low, social assistance",0,Cross-sectional,6,3,NA,0,1,0,1,NA,NA,Positive effect (p < 0.05),"Table 2, page 379",0,1,Logit,2,3,NA,NA,Positive,Social,Policy attitude,General,NA,NA,NA
406,40,Hedegaard,2014,Welfare,"Danish, representative",670,"2nd proxy, incapacity benefit","Benefit too low, incapacity benefit",0,Cross-sectional,7,1.9,NA,0,1,0,1,NA,NA,Positive effect (p < 0.05),"Table 2, page 379",0,1,Logit,2,3,NA,NA,Positive,Social,Policy attitude,General,NA,NA,NA
407,40,Hedegaard,2014,Welfare,"Danish, representative",773,"2nd proxy, unemployment benefit","Benefit too low, unemployment benefit",0,Cross-sectional,8,0.9,NA,0,1,0,1,NA,NA,No effect,"Table 2, page 379",0,0,Logit,2,3,NA,NA,None,Social,Policy attitude,General,NA,NA,NA
408,40,Hedegaard,2014,Education,"Danish, representative",765,"2nd proxy, state education grant","Benefit too low, state education grant",0,Cross-sectional,9,1.4,NA,0,1,0,1,NA,NA,No effect,"Table 2, page 379",0,0,Logit,1,3,NA,NA,None,Education,Policy attitude,General,NA,NA,NA
409,40,Hedegaard,2014,Welfare,"Danish, representative",822,"2nd proxy, state pension","Benefit too low, state pension",0,Cross-sectional,10,1.1,NA,0,1,0,1,NA,NA,No effect,"Table 2, page 379",0,0,Logit,2,3,NA,NA,None,Social,Policy attitude,General,NA,NA,NA
410,40,Hedegaard,2014,Welfare,"Danish, representative",708,"3nd proxy, social assistance","Benefit too low, social assistance",0,Cross-sectional,11,2.8,NA,0,1,0,1,NA,NA,Positive effect (p < 0.05),"Table 2, page 379",0,1,Logit,2,3,NA,NA,Positive,Social,Policy attitude,General,NA,NA,NA
411,40,Hedegaard,2014,Welfare,"Danish, representative",670,"3nd proxy, incapacity benefit","Benefit too low, incapacity benefit",0,Cross-sectional,12,1.6,NA,0,1,0,1,NA,NA,Positive effect (p < 0.1),"Table 2, page 379",0,1,Logit,2,3,NA,NA,Positive,Social,Policy attitude,General,NA,NA,NA
412,40,Hedegaard,2014,Welfare,"Danish, representative",773,"3nd proxy, unemployment benefit","Benefit too low, unemployment benefit",0,Cross-sectional,13,1.1,NA,0,1,0,1,NA,NA,No effect,"Table 2, page 379",0,0,Logit,2,3,NA,NA,None,Social,Policy attitude,General,NA,NA,NA
413,40,Hedegaard,2014,Education,"Danish, representative",765,"3nd proxy, state education grant","Benefit too low, state education grant",0,Cross-sectional,14,1.3,NA,0,1,0,1,NA,NA,No effect,"Table 2, page 379",0,0,Logit,1,3,NA,NA,None,Education,Policy attitude,General,NA,NA,NA
414,40,Hedegaard,2014,Welfare,"Danish, representative",822,"3nd proxy, state pension","Benefit too low, state pension",0,Cross-sectional,15,1.1,NA,0,1,0,1,NA,NA,No effect,"Table 2, page 379",0,0,Logit,2,3,NA,NA,None,Social,Policy attitude,General,NA,NA,NA
415,41,Hetling et al,2008,Welfare,"U.S., representative",2768,PRWORA reform,Attitudes toward welfare recipients,0,Longitudinal,1,0.04,0.19,NA,NA,1,3,NA,NA,No effect,"Table 1, page 347",0,NA,Multinomial logit,2,3,Moderator: not aware of reform (not formally),NA,NA,Social,Policy attitude,General,0.21052631578947367,0.21052631578947367,NA
416,41,Hetling et al,2008,Welfare,"U.S., representative",2768,PRWORA reform,Attitudes toward welfare recipients,0,Longitudinal,2,0.47,0.18,NA,NA,1,3,NA,NA,Positive effect,"Table 1, page 347",0,NA,Multinomial logit,2,3,Moderator: aware of reform (not formally),NA,NA,Social,Policy attitude,General,2.611111111111111,2.611111111111111,NA
417,41,Hetling et al,2008,Welfare,"U.S., representative",2768,PRWORA reform,Attitudes toward welfare recipients,0,Longitudinal,3,0.03,0.09,NA,NA,1,3,NA,NA,No effect,"Table 3, page 349",0,NA,Multinomial logit,2,3,Moderator: not aware of reform (not formally),NA,NA,Social,Policy attitude,General,0.3333333333333333,0.3333333333333333,NA
418,41,Hetling et al,2008,Welfare,"U.S., representative",2768,PRWORA reform,Attitudes toward welfare recipients,0,Longitudinal,4,0.54,0.11,NA,NA,1,3,NA,NA,Positive effect,"Table 3, page 349",0,NA,Multinomial logit,2,3,Moderator: aware and effective (not formally),NA,NA,Social,Policy attitude,General,4.909090909090909,4.909090909090909,NA
419,41,Hetling et al,2008,Welfare,"U.S., representative",2768,PRWORA reform,Attitudes toward welfare recipients,0,Longitudinal,5,0.48,0.15,NA,NA,1,3,NA,NA,Positive effect,"Table 3, page 349",0,NA,Multinomial logit,2,3,Moderator: aware and not effective (not formally),NA,NA,Social,Policy attitude,General,3.2,3.2,NA
420,42,Kumlin,2011,Welfare,11 European countries,69442,Pension generosity,Satisfaction with democracy,0,Longitudinal,1,-0.003,NA,NA,NA,1,4,NA,NA,No effect,"Table 8.1, page 174",0,0,OLS,2,1,NA,NA,None,Social,Political attitude,General,NA,NA,NA
421,42,Kumlin,2011,Welfare,11 European countries,69442,Sick leave generosity,Satisfaction with democracy,0,Longitudinal,2,-0.01,NA,NA,NA,1,4,NA,NA,No effect,"Table 8.1, page 174",0,0,OLS,2,1,NA,NA,None,Social,Political attitude,General,NA,NA,NA
422,42,Kumlin,2011,Welfare,11 European countries,69442,Unemployment benefit generosity,Satisfaction with democracy,0,Longitudinal,3,0.053,NA,NA,NA,1,4,NA,NA,Positive effect (p < 0.01),"Table 8.2, page 177",0,1,OLS,2,1,NA,NA,Positive,Social,Political attitude,General,NA,NA,NA
423,42,Kumlin,2011,Welfare,11 European countries,69442,Unemployment benefit generosity,Satisfaction with democracy,1,Longitudinal,4,-0.005,NA,NA,NA,1,4,NA,NA,Negative effect (p < 0.01),"Table 8.2, page 177",0,NA,OLS,2,1,Moderator: unemployment rate,NA,NA,Social,Political attitude,General,NA,NA,NA
424,43,Munoz et al.,2014,Other,"Spain, not representative",2086,Austerity package,Internal efficacy,1,Panel,1,0.13,0.18,NA,NA,NA,NA,NA,NA,No effect,"Table 2.3, page 31",0,NA,OLS,0,2,Moderator: subsidy recipient,NA,NA,Other,Political engagement,General,0.7222222222222223,0.7222222222222223,NA
425,43,Munoz et al.,2014,Other,"Spain, not representative",2086,Austerity package,Participation,1,Panel,2,0.23,0.11,NA,NA,NA,NA,NA,NA,Positive effect,"Table 2.3, page 31",0,NA,OLS,0,2,Moderator: subsidy recipient,NA,NA,Other,Political engagement,General,2.090909090909091,2.090909090909091,NA
